0_0: AT4G39850.1
0_800: O81027_AT2G26800
0_801: F4IVK2_AT2G26800
0_802: O81014_AT2G26930
0_803: F4IHR4_AT2G28210
0_804: Q8RWZ7_AT2G28520
0_805: Q9ZV29_AT2G28850
0_806: Q9ZV28_AT2G28860
0_807: Q8LPN3_AT2G28880
0_808: Q9ZW03_AT2G29150
0_809: Q9ZW12_AT2G29260
0_810: Q9ZW13_AT2G29290
0_811: Q42182_AT2G29300
0_812: F4IKL5_AT2G29300
0_813: Q42232_AT2G29300
0_814: Q9ZW14_AT2G29310
0_815: F4IKL8_AT2G29310
0_816: Q9ZW15_AT2G29320
0_817: Q9ZW16_AT2G29330
0_818: F4IKM1_AT2G29340
0_819: Q9ZW19_AT2G29360
0_820: Q9ZW20_AT2G29370
0_821: Q9ZW26_AT2G29440
0_822: Q9ZW27_AT2G29460
0_823: Q9ZW29_AT2G29480
0_824: Q9ZW30_AT2G29490
0_825: P32069_AT2G29690
0_826: O80874_AT2G29990
0_827: Q56X00_AT2G29990
0_828: P92994_AT2G30490
0_829: B1GV49_AT2G30490
0_830: B1GV37_AT2G30490
0_831: O49332_AT2G30670
0_832: O49340_AT2G30750
0_833: Q8GWF7_AT2G30750
0_834: O49342_AT2G30770
0_835: O80852_AT2G30860
0_836: P46643_AT2G30970
0_837: Q56YR4_AT2G30970
0_838: Q39010_AT2G30980
0_839: F4IPY2_AT2G31170
0_840: F4IQQ3_AT2G31170
0_841: O82267_AT2G31170
0_842: Q0WLQ1_AT2G31170
0_843: Q9SJX1_AT2G31250
0_844: Q9SID0_AT2G31390
0_845: O04922_AT2G31570
0_846: C0Z303_AT2G31570
0_847: Q9ZV56_AT2G32260
0_848: Q42555_AT2G32260
0_849: Q058Q0_AT2G32440
0_850: Q9C5Y2_AT2G32440
0_851: Q56YS1_AT2G32440
0_852: O80889_AT2G32520
0_853: Q96250_AT2G33040
0_854: Q8L7F2_AT2G33040
0_855: Q0WWB3_AT2G33040
0_856: Q56WD9_AT2G33150
0_857: O49313_AT2G33220
0_858: C7BCB6_AT2G33220
0_859: C7BCB5_AT2G33220
0_860: P93008_AT2G33730
0_861: Q8S9J2_AT2G33840
0_862: P93018_AT2G33840
0_863: Q0WSB1_AT2G33840
0_864: O22959_AT2G34060
0_865: O64698_AT2G34490
0_866: O64697_AT2G34500
0_867: O64692_AT2G34555
0_868: O64688_AT2G34590
0_869: O64749_AT2G34850
0_870: O64753_AT2G34890
0_871: O64767_AT2G35040
0_872: Q8RWT5_AT2G35040
0_873: Q42581_AT2G35390
0_874: F4IJW3_AT2G35390
0_875: Q9ZQP2_AT2G35690
0_876: Q8W413_AT2G36190
0_877: O82782_AT2G36230
0_878: C0Z2T9_AT2G36230
0_879: O23647_AT2G36390
0_880: Q9SJQ9_AT2G36460
0_881: B3H6D7_AT2G36460
0_882: P25696_AT2G36530
0_883: Q56WK5_AT2G36530
0_884: Q944M3_AT2G36530
0_885: Q9ZQ99_AT2G36750
0_886: W8Q3B6_AT2G36750
0_887: Q9ZQ94_AT2G36800
0_888: W8Q3B1_AT2G36800
0_889: Q9SJL8_AT2G36880
0_890: P35510_AT2G37040
0_891: Q56WV3_AT2G37040
0_892: Q56Z45_AT2G37040
0_893: Q42580_AT2G37130
0_894: F4IQ05_AT2G37130
0_895: Q56YB6_AT2G37130
0_896: Q9ZUR7_AT2G37500
0_897: Q84TI2_AT2G37690
0_898: O80937_AT2G37690
0_899: Q9LD43_AT2G38040
0_900: Q56Z17_AT2G38040
0_901: Q94EH3_AT2G38040
0_902: Q38944_AT2G38050
0_903: P24102_AT2G38380
0_904: Q0WLG9_AT2G38380
0_905: Q56YT4_AT2G38380
0_906: O80912_AT2G38390
0_907: Q9ZVI9_AT2G38670
0_908: O23722_AT2G38700
0_909: Q9ZV15_AT2G38910
0_910: Q38983_AT2G38910
0_911: Q9ZV04_AT2G39040
0_912: Q67Z30_AT2G39040
0_913: O80952_AT2G39290
0_914: Q9SLN0_AT2G39630
0_915: F4IVY1_AT2G39630
0_916: O22287_AT2G39770
0_917: O04196_AT2G39930
0_918: Q9XEE9_AT2G40190
0_919: W8PUX5_AT2G40190
0_920: Q8RXD9_AT2G40840
0_921: O22203_AT2G40890
0_922: Q9SLG9_AT2G41210
0_923: Q9T0P4_AT2G41220
0_924: O80822_AT2G41480
0_925: O22211_AT2G41490
0_926: Q8LG07_AT2G41490
0_927: O22218_AT2G41560
0_928: Q0WL72_AT2G41560
0_929: Q0WM16_AT2G41560
0_930: P93733_AT2G42010
0_931: Q8L866_AT2G42490
0_932: Q9SLB1_AT2G42490
0_933: Q56W61_AT2G42490
0_934: Q5GM68_AT2G42600
0_935: A5YWW9_AT2G42600
0_936: Q9ZW85_AT2G43090
0_937: F4IQ61_AT2G43090
0_938: Q9ZW84_AT2G43090
0_939: Q9LYT7_AT2G43090
0_940: Q94AR8_AT2G43090
0_941: Q24JJ0_AT2G43360
0_942: P54967_AT2G43360
0_943: Q84WG4_AT2G43360
0_944: O22862_AT2G43480
0_945: P47999_AT2G43750
0_946: Q0WW95_AT2G43750
0_947: O80575_AT2G44050
0_948: O80585_AT2G44160
0_949: O64879_AT2G44450
0_950: Q4V3B3_AT2G44460
0_951: Q8GXT2_AT2G44470
0_952: O64882_AT2G44480
0_953: O64883_AT2G44490
0_954: O64886_AT2G44520
0_955: O64888_AT2G44530
0_956: A8MQM3_AT2G44530
0_957: P53665_AT2G44620
0_958: O80505_AT2G44660
0_959: O22149_AT2G45220
0_960: F4IW47_AT2G45290
0_961: Q570I3_AT2G45290
0_962: P05466_AT2G45300
0_963: Q9FVC8_AT2G45440
0_964: Q0WSN6_AT2G45440
0_965: O80840_AT2G45790
0_966: O82793_AT2G46860
0_967: O80722_AT2G47030
0_968: O22268_AT2G47420
0_969: B9DFH4_AT2G47510
0_970: P93033_AT2G47510
0_971: Q42095_AT2G47510
0_972: O82238_AT2G47690
0_973: C0Z2T2_AT2G47690
0_974: B3H4P7_AT2G47690
0_975: Q96266_AT2G47730
0_976: Q94BT5_AT2G47730
0_977: Q8L910_AT2G48150
0_978: P55217_AT3G01120
0_979: C0Z354_AT3G01120
0_980: Q43735_AT3G01190
0_981: P27140_AT3G01500
0_982: Q56X90_AT3G01500
0_983: C0Z272_AT3G01500
0_984: Q94K13_AT3G01850
0_985: Q9FWA4_AT3G02350
0_986: Q56WS2_AT3G02350
0_987: W8Q387_AT3G02350
0_988: Q9FWA3_AT3G02360
0_989: Q96286_AT3G02470
0_990: Q9M884_AT3G02570
0_991: Q39208_AT3G02580
0_992: Q67XU7_AT3G02580
0_993: Q9M881_AT3G02610
0_994: Q9M880_AT3G02620
0_995: Q9M879_AT3G02630
0_996: Q9M876_AT3G02660
0_997: F4IYF8_AT3G02760
0_998: Q9M8R8_AT3G02760
0_999: Q0WN73_AT3G02760
0_1000: Q42553_AT3G02780
0_1001: Q9M8S8_AT3G02870
0_1002: F4IYH1_AT3G02870
0_1003: B3H749_AT3G02870
0_1004: P54968_AT3G02875
0_1005: B9DHP5_AT3G02875
0_1006: Q9M9M6_AT3G03070
0_1007: Q96324_AT3G03190
0_1008: Q8L7U0_AT3G03330
0_1009: O22682_AT3G03630
0_1010: Q9SS67_AT3G03670
0_1011: Q680D7_AT3G03670
0_1012: Q9S7A0_AT3G03910
0_1013: Q9SQR4_AT3G03980
0_1014: Q94F44_AT3G03980
0_1015: Q9SQR2_AT3G04000
0_1016: Q94AT6_AT3G04000
0_1017: Q9SQQ7_AT3G04050
0_1018: Q9SQG2_AT3G04080
0_1019: P25858_AT3G04120
0_1020: Q56WW5_AT3G04120
0_1021: Q41949_AT3G04120
0_1022: Q9FPH3_AT3G04520
0_1023: F4J4S1_AT3G04520
0_1024: Q9SR15_AT3G04600
0_1025: F4J4T3_AT3G04600
0_1026: Q9S726_AT3G04790
0_1027: Q38893_AT3G04870
0_1028: Q9S6Z7_AT3G04940
0_1029: Q9M9W8_AT3G05630
0_1030: A3KH17_AT3G05630
0_1031: Q8LPS1_AT3G05970
0_1032: Q94JM2_AT3G06200
0_1033: Q9SQT4_AT3G06310
0_1034: B3H556_AT3G06310
0_1035: Q9SQT8_AT3G06350
0_1036: Q9SEE5_AT3G06580
0_1037: Q9C522_AT3G06650
0_1038: Q42036_AT3G06650
0_1039: Q8RWZ3_AT3G06810
0_1040: Q9M7Z1_AT3G06850
0_1041: C0Z3C1_AT3G06850
0_1042: C0Z3A0_AT3G06850
0_1043: Q9ZPI5_AT3G06860
0_1044: Q8W4D2_AT3G06860
0_1045: Q9SFV7_AT3G07270
0_1046: F4JED5_AT3G07270
0_1047: Q9SW95_AT3G07420
0_1048: Q9S750_AT3G07800
0_1049: Q8LDP6_AT3G07800
0_1050: P49063_AT3G07850
0_1051: Q9SFB8_AT3G07960
0_1052: Q0WN55_AT3G07960
0_1053: Q9SFB5_AT3G07990
0_1054: Q9C9Z8_AT3G08560
0_1055: Q9M9K1_AT3G08590
0_1056: B9DFU6_AT3G08590
0_1057: Q9C9Z5_AT3G08610
0_1058: Q9SR43_AT3G09150
0_1059: F4IZU7_AT3G09150
0_1060: Q9SF49_AT3G09540
0_1061: Q8L850_AT3G09920
0_1062: Q9SR59_AT3G09940
0_1063: B3H5M0_AT3G09940
0_1064: Q9ZSS6_AT3G10050
0_1065: Q8GUG5_AT3G10050
0_1066: Q38933_AT3G10230
0_1067: Q9SS45_AT3G10340
0_1068: Q9SS48_AT3G10370
0_1069: Q9CAF2_AT3G10620
0_1070: C0Z3D9_AT3G10620
0_1071: Q8VYG2_AT3G10700
0_1072: Q9ZPI1_AT3G11710
0_1073: Q9SF23_AT3G11750
0_1074: Q9LHI0_AT3G12260
0_1075: Q9LHH7_AT3G12290
0_1076: P19171_AT3G12500
0_1077: Q9LTW8_AT3G12670
0_1078: Q9LD57_AT3G12780
0_1079: Q8VYC4_AT3G13180
0_1080: Q9LDY2_AT3G13450
0_1081: Q9LJE2_AT3G13490
0_1082: Q94F12_AT3G13730
0_1083: Q94IA6_AT3G13730
0_1084: Q43866_AT3G13790
0_1085: C0Z257_AT3G13790
0_1086: F4JEJ0_AT3G13790
0_1087: Q9LVK9_AT3G13900
0_1088: Q8RWN9_AT3G13930
0_1089: Q9LUM0_AT3G14270
0_1090: Q949X7_AT3G14390
0_1091: Q9LRS0_AT3G14415
0_1092: F4JFV6_AT3G14415
0_1093: Q84VW9_AT3G14940
0_1094: Q9LKA3_AT3G15020
0_1095: A8MQK3_AT3G15020
0_1096: Q9LDF5_AT3G15290
0_1097: Q42272_AT3G15290
0_1098: Q9LW07_AT3G15720
0_1099: A8MRN3_AT3G15720
0_1100: Q38882_AT3G15730
0_1101: Q0WV84_AT3G15730
0_1102: Q84WM2_AT3G15730
0_1103: A8MS68_AT3G16950
0_1104: Q9LSP0_AT3G17070
0_1105: Q9M5K2_AT3G17240
0_1106: Q9LUT2_AT3G17390
0_1107: Q9LSH2_AT3G17760
0_1108: Q8LFR4_AT3G17760
0_1109: Q9LVI8_AT3G17820
0_1110: Q9LVH6_AT3G17940
0_1111: Q94BR8_AT3G17940
0_1112: Q9SWE5_AT3G18030
0_1113: Q9LV33_AT3G18080
0_1114: Q94C12_AT3G18410
0_1115: Q9LSA9_AT3G18680
0_1116: Q9LJL4_AT3G19160
0_1117: Q0PCS3_AT3G19210
0_1118: Q9LT75_AT3G19420
0_1119: Q8GZT8_AT3G19420
0_1120: P48523_AT3G19450
0_1121: Q9LT69_AT3G19480
0_1122: Q9LE06_AT3G19710
0_1123: Q39085_AT3G19820
0_1124: Q08A71_AT3G20020
0_1125: P49077_AT3G20330
0_1126: P38025_AT3G21110
0_1127: Q9LU41_AT3G21180
0_1128: Q8LFG0_AT3G21180
0_1129: Q9LU36_AT3G21230
0_1130: Q9S725_AT3G21240
0_1131: B1GUZ3_AT3G21240
0_1132: B1GUZ6_AT3G21240
0_1133: B5X556_AT3G21500
0_1134: F4IXL8_AT3G21500
0_1135: F4IXL7_AT3G21500
0_1136: Q67ZF9_AT3G21500
0_1137: Q681K3_AT3G21500
0_1138: Q8L9S4_AT3G21500
0_1139: P28297_AT3G21720
0_1140: Q0WWE9_AT3G21720
0_1141: Q9LSY7_AT3G21770
0_1142: Q9LUW0_AT3G22400
0_1143: Q9LJA0_AT3G22460
0_1144: B2GVN3_AT3G22460
0_1145: Q8LAX0_AT3G22740
0_1146: Q9LIK7_AT3G22910
0_1147: O22683_AT3G23490
0_1148: P50651_AT3G23580
0_1149: Q94ID1_AT3G23630
0_1150: Q9LK36_AT3G23810
0_1151: Q9LIR4_AT3G23940
0_1152: Q9LIQ4_AT3G24030
0_1153: F4J6I6_AT3G24200
0_1154: F4J6I5_AT3G24200
0_1155: Q682L2_AT3G24200
0_1156: Q56YU0_AT3G24503
0_1157: Q9LJ42_AT3G24670
0_1158: Q42561_AT3G25110
0_1159: Q9LSG3_AT3G25140
0_1160: W8PVC6_AT3G25140
0_1161: Q9LSU6_AT3G25570
0_1162: Q9LI83_AT3G25610
0_1163: P0DI77_AT3G25830
0_1164: P0DI76_AT3G25830
0_1165: Q9LU95_AT3G25960
0_1166: Q9LTM7_AT3G26150
0_1167: Q9LTM6_AT3G26160
0_1168: Q9LTM4_AT3G26170
0_1169: Q541W8_AT3G26170
0_1170: Q9LTM2_AT3G26190
0_1171: Q9LTM1_AT3G26200
0_1172: Q9LTM0_AT3G26210
0_1173: O65785_AT3G26220
0_1174: Q9LTL8_AT3G26230
0_1175: Q84NF4_AT3G26230
0_1176: Q9LTL2_AT3G26270
0_1177: O65786_AT3G26280
0_1178: Q9LTL0_AT3G26290
0_1179: Q9LIP6_AT3G26300
0_1180: Q9LIP5_AT3G26310
0_1181: Q0WVN2_AT3G26310
0_1182: Q9LIP4_AT3G26320
0_1183: P25856_AT3G26650
0_1184: Q570E5_AT3G26650
0_1185: Q9LW27_AT3G26830
0_1186: B0ZY59_AT3G26830
0_1187: Q9LSD0_AT3G27060
0_1188: P0DKH2_AT3G27060
0_1189: B3DNP3_AT3G27180
0_1190: Q9LK23_AT3G27300
0_1191: Q5E919_AT3G27300
0_1192: Q8LBZ7_AT3G27380
0_1193: C0Z371_AT3G27380
0_1194: Q9LTZ0_AT3G27400
0_1195: Q9LVW7_AT3G27740
0_1196: A8MRD8_AT3G27740
0_1197: Q9LK94_AT3G27820
0_1198: Q9LK90_AT3G27870
0_1199: Q9LHA7_AT3G28200
0_1200: Q8L970_AT3G28480
0_1201: F4J0A6_AT3G28480
0_1202: Q9FE04_AT3G28710
0_1203: Q9LJI5_AT3G28710
0_1204: Q9LHA4_AT3G28715
0_1205: F4J0D8_AT3G28715
0_1206: P42738_AT3G29200
0_1207: Q9LIB2_AT3G29320
0_1208: W8PUS4_AT3G29320
0_1209: Q56YE5_AT3G29320
0_1210: Q9LIA8_AT3G29360
0_1211: Q940V4_AT3G30180
0_1212: Q9LX65_AT3G42050
0_1213: B9DHN8_AT3G42050
0_1214: Q94C38_AT3G42050
0_1215: Q9M2A0_AT3G42640
0_1216: Q9LXL5_AT3G43190
0_1217: Q9LXK7_AT3G43270
0_1218: Q9M2B9_AT3G43670
0_1219: Q9LZG7_AT3G43800
0_1220: Q9LXM3_AT3G44250
0_1221: P32962_AT3G44300
0_1222: Q1LYZ1_AT3G44300
0_1223: P46010_AT3G44320
0_1224: Q94BX4_AT3G45100
0_1225: C0Z213_AT3G45100
0_1226: Q7RJW2_AT3G45100
0_1227: Q1G1A4_AT3G45130
0_1228: P38418_AT3G45140
0_1229: Q9SWG0_AT3G45300
0_1230: B9DG07_AT3G45300
0_1231: Q0WPE4_AT3G45300
0_1232: F4J6T7_AT3G45940
0_1233: O82413_AT3G46100
0_1234: Q56Z44_AT3G46100
0_1235: Q9SN95_AT3G46440
0_1236: Q9SD76_AT3G46970
0_1237: W8PUR4_AT3G46970
0_1238: Q9SD73_AT3G47000
0_1239: Q944J8_AT3G47000
0_1240: Q9SD68_AT3G47050
0_1241: F4JAB9_AT3G47050
0_1242: Q0WRU1_AT3G47050
0_1243: P49078_AT3G47340
0_1244: F4JBH5_AT3G47340
0_1245: F4JBH6_AT3G47340
0_1246: Q9STY8_AT3G47350
0_1247: F4JBH8_AT3G47350
0_1248: Q9STY4_AT3G47390
0_1249: F4JBI5_AT3G47390
0_1250: Q9SN86_AT3G47520
0_1251: B9DI56_AT3G47520
0_1252: Q9STT3_AT3G47800
0_1253: Q8LFH1_AT3G47800
0_1254: Q9SU56_AT3G47930
0_1255: Q9SU58_AT3G47950
0_1256: Q9SU63_AT3G48000
0_1257: Q9STS1_AT3G48170
0_1258: Q94BN0_AT3G48360
0_1259: Q1PEH3_AT3G48540
0_1260: A0MF13_AT3G48540
0_1261: P17597_AT3G48560
0_1262: Q42522_AT3G48730
0_1263: Q9M304_AT3G48780
0_1264: F4JF53_AT3G48790
0_1265: Q7FK64_AT3G48790
0_1266: P24101_AT3G49110
0_1267: Q9SMU8_AT3G49120
0_1268: Q9M3B6_AT3G49160
0_1269: Q8LG70_AT3G49360
0_1270: Q9SG12_AT3G49370
0_1271: Q9M401_AT3G49680
0_1272: B3H658_AT3G49680
0_1273: Q9M2Y8_AT3G49700
0_1274: Q96510_AT3G49960
0_1275: Q0WTI3_AT3G49960
0_1276: Q8H106_AT3G50110
0_1277: Q39192_AT3G50500
0_1278: F4J0N1_AT3G50500
0_1279: Q9SCS3_AT3G50520
0_1280: Q9SCS2_AT3G50530
0_1281: O64989_AT3G50660
0_1282: P93031_AT3G51160
0_1283: Q9S818_AT3G51240
0_1284: F4J3A5_AT3G51240
0_1285: Q5DWW0_AT3G51240
0_1286: Q5DWW1_AT3G51240
0_1287: Q38833_AT3G51820
0_1288: Q96329_AT3G51840
0_1289: Q56WB3_AT3G51840
0_1290: Q8W4I7_AT3G51850
0_1291: Q0WQF7_AT3G52200
0_1292: F4J5T2_AT3G52200
0_1293: Q9FT52_AT3G52300
0_1294: Q2V3P9_AT3G52300
0_1295: O04846_AT3G52720
0_1296: Q9LFA6_AT3G52840
0_1297: Q0WUV6_AT3G52880
0_1298: Q9LFA3_AT3G52880
0_1299: F4J849_AT3G52880
0_1300: Q9LF98_AT3G52930
0_1301: Q56Z19_AT3G52930
0_1302: Q9LDR4_AT3G52940
0_1303: F4J859_AT3G52940
0_1304: Q0WUH0_AT3G52940
0_1305: F4J865_AT3G52970
0_1306: F4J864_AT3G52970
0_1307: Q8GXT5_AT3G52970
0_1308: A8MR07_AT3G52990
0_1309: Q94KE3_AT3G52990
0_1310: Q9LF93_AT3G52990
0_1311: Q94AX8_AT3G53030
0_1312: F4J982_AT3G53030
0_1313: Q9FYB3_AT3G53030
0_1314: Q93ZG7_AT3G53110
0_1315: Q6TBX7_AT3G53130
0_1316: P45724_AT3G53260
0_1317: B9DHX2_AT3G53260
0_1318: O65784_AT3G53280
0_1319: Q945N0_AT3G53280
0_1320: Q56YR6_AT3G53280
0_1321: Q8L6Z6_AT3G53280
0_1322: Q9SCN3_AT3G53290
0_1323: Q9SCN2_AT3G53300
0_1324: Q8VZC0_AT3G53520
0_1325: B3H4I6_AT3G53520
0_1326: F4JAG3_AT3G53520
0_1327: Q9LFG2_AT3G53580
0_1328: Q9LFF9_AT3G53620
0_1329: Q9M336_AT3G53900
0_1330: P25851_AT3G54050
0_1331: F4JCU3_AT3G54250
0_1332: Q8LAR8_AT3G54250
0_1333: Q9M2U5_AT3G54420
0_1334: O23248_AT3G54420
0_1335: F4JCX1_AT3G54440
0_1336: F4JCX0_AT3G54440
0_1337: Q8RWQ2_AT3G54440
0_1338: Q56WB0_AT3G54440
0_1339: Q0WVI3_AT3G54440
0_1340: C0Z2E7_AT3G54470
0_1341: Q42586_AT3G54470
0_1342: Q42529_AT3G54640
0_1343: Q5FV38_AT3G54660
0_1344: P42770_AT3G54660
0_1345: Q940F6_AT3G54660
0_1346: Q9M2W3_AT3G55030
0_1347: P41088_AT3G55120
0_1348: Q5DWV9_AT3G55120
0_1349: B3LF89_AT3G55140
0_1350: F4JF98_AT3G55140
0_1351: Q9M3D5_AT3G55140
0_1352: A7WM73_AT3G55260
0_1353: Q9M2U2_AT3G55360
0_1354: Q9M2T9_AT3G55400
0_1355: A8MRF2_AT3G55400
0_1356: Q9ASP8_AT3G55400
0_1357: Q84VW8_AT3G55410
0_1358: F4IWV2_AT3G55410
0_1359: Q0WME3_AT3G55410
0_1360: Q56WF9_AT3G55410
0_1361: P48491_AT3G55440
0_1362: Q8H186_AT3G55450
0_1363: F4IWV6_AT3G55450
0_1364: Q9M2S0_AT3G55590
0_1365: P54888_AT3G55610
0_1366: B3H5E3_AT3G55610
0_1367: Q56ZS6_AT3G55610
0_1368: Q9M057_AT3G55650
0_1369: Q9M044_AT3G55810
0_1370: Q944Q5_AT3G55870
0_1371: F4IY44_AT3G55870
0_1372: Q9LYL3_AT3G56300
0_1373: Q8VXZ7_AT3G56310
0_1374: Q9LXX7_AT3G56630
0_1375: Q9LET1_AT3G56760
0_1376: Q9M591_AT3G56940
0_1377: F4J0U9_AT3G56940
0_1378: Q9M1K2_AT3G56960
0_1379: Q9M2M5_AT3G57220
0_1380: P33157_AT3G57260
0_1381: Q9M2L4_AT3G57330
0_1382: Q6NLQ6_AT3G57530
0_1383: Q9SCL7_AT3G57560
0_1384: Q94K73_AT3G58140
0_1385: Q05758_AT3G58610
0_1386: B9DH71_AT3G58610
0_1387: Q56WU3_AT3G58610
0_1388: Q9XGM1_AT3G58730
0_1389: Q0WWD3_AT3G58730
0_1390: Q9LX29_AT3G59420
0_1391: Q9M1B9_AT3G59480
0_1392: Q5XF50_AT3G59850
0_1393: Q9SE60_AT3G59970
0_1394: F4JAK1_AT3G59970
0_1395: B9DHL6_AT3G59970
0_1396: Q9M1D1_AT3G60120
0_1397: Q9LY32_AT3G60330
0_1398: Q8RWV0_AT3G60750
0_1399: F4JBY2_AT3G60750
0_1400: Q9S757_AT3G61440
0_1401: Q42129_AT3G61440
0_1402: Q06429_AT3G61510
0_1403: Q9LZI6_AT3G62790
0_1404: Q9LYB4_AT3G63080
0_1405: Q93WC9_AT3G63110
0_1406: Q9LY77_AT3G63380
0_1407: B3H5Z2_AT4G00520
0_1408: Q5FYU1_AT4G00520
0_1409: O65261_AT4G00520
0_1410: Q8L7K9_AT4G00570
0_1411: Q96287_AT4G00720
0_1412: Q0WWY4_AT4G00720
0_1413: O23087_AT4G00900
0_1414: A0A078_AT4G00900
0_1415: A0A077_AT4G00900
0_1416: O82597_AT4G01480
0_1417: P55826_AT4G01690
0_1418: C0Z311_AT4G02580
0_1419: O22769_AT4G02580
0_1420: O22765_AT4G02610
0_1421: Q9ZQX4_AT4G02620
0_1422: Q38802_AT4G02780
0_1423: Q9XEA0_AT4G04350
0_1424: Q01908_AT4G04640
0_1425: B9DI66_AT4G04640
0_1426: Q9ZSA3_AT4G04710
0_1427: Q9ZSA2_AT4G04720
0_1428: Q9M101_AT4G04740
0_1429: F4JGW8_AT4G04740
0_1430: Q8LPL7_AT4G04880
0_1431: Q9M0Z1_AT4G04880
0_1432: Q9M0Y8_AT4G04910
0_1433: Q9ZPH4_AT4G04930
0_1434: Q94AP0_AT4G04955
0_1435: Q94BV7_AT4G05020
0_1436: F4JGL5_AT4G05020
0_1437: Q9M0X9_AT4G05160
0_1438: Q9M0V6_AT4G05390
0_1439: F4JGF4_AT4G05390
0_1440: Q9S9W2_AT4G05530
0_1441: Q84JU0_AT4G05530
0_1442: Q9LDN9_AT4G08770
0_1443: Q9LDA4_AT4G08780
0_1444: F4JID0_AT4G08800
0_1445: Q9LDY6_AT4G08800
0_1446: Q1PEB0_AT4G08800
0_1447: P46637_AT4G08900
0_1448: Q9M0S8_AT4G08990
0_1449: Q9M0S5_AT4G09020
0_1450: Q8L816_AT4G09520
0_1451: Q9M0P1_AT4G09520
0_1452: F4JK17_AT4G09520
0_1453: Q38869_AT4G09570
0_1454: Q9SSS9_AT4G09650
0_1455: O82616_AT4G10260
0_1456: F4JLM5_AT4G10320
0_1457: Q9SV89_AT4G10320
0_1458: O82613_AT4G10320
0_1459: Q9T009_AT4G11030
0_1460: Q39258_AT4G11150
0_1461: Q9SUT2_AT4G11290
0_1462: Q56XN0_AT4G11290
0_1463: O48646_AT4G11600
0_1464: P54873_AT4G11820
0_1465: Q9T052_AT4G11840
0_1466: Q9T053_AT4G11850
0_1467: Q9SU38_AT4G12440
0_1468: Q8H0Y4_AT4G12440
0_1469: Q9SVQ9_AT4G13180
0_1470: Q9T0K0_AT4G13290
0_1471: Q56Y21_AT4G13290
0_1472: Q9T0K2_AT4G13310
0_1473: F4JT00_AT4G13310
0_1474: Q0WPP6_AT4G13310
0_1475: Q94AR8_AT4G13430
0_1476: C0Z3H8_AT4G13430
0_1477: Q9T0I1_AT4G13610
0_1478: Q9SVP6_AT4G13660
0_1479: Q944R1_AT4G13710
0_1480: F4JTS3_AT4G13710
0_1481: Q8L968_AT4G13720
0_1482: Q9SVN5_AT4G13780
0_1483: Q9SVM4_AT4G13890
0_1484: O23254_AT4G13930
0_1485: Q8W471_AT4G14070
0_1486: Q0WW21_AT4G14090
0_1487: W8Q6K8_AT4G14090
0_1488: Q94B46_AT4G14090
0_1489: Q8L7H1_AT4G14090
0_1490: Q67YC9_AT4G14090
0_1491: O23273_AT4G14140
0_1492: Q07356_AT4G14210
0_1493: F4JUN0_AT4G14210
0_1494: Q93ZB4_AT4G14210
0_1495: Q39050_AT4G14340
0_1496: O23324_AT4G14680
0_1497: O23346_AT4G14910
0_1498: A8MQQ8_AT4G14910
0_1499: F4JIH9_AT4G14910
0_1500: Q8LAM2_AT4G14930
0_1501: O23348_AT4G14930
0_1502: Q56WK2_AT4G14930
0_1503: O23349_AT4G14940
0_1504: O48552_AT4G14940
0_1505: Q9FR95_AT4G15340
0_1506: O23391_AT4G15350
0_1507: O23389_AT4G15360
0_1508: B3LF83_AT4G15440
0_1509: Q9ZSY9_AT4G15440
0_1510: B9DHM5_AT4G15530
0_1511: O23404_AT4G15530
0_1512: Q0WLY6_AT4G15530
0_1513: Q38854_AT4G15560
0_1514: Q944G7_AT4G15560
0_1515: Q94CE7_AT4G15560
0_1516: F4JLP5_AT4G16155
0_1517: Q6NL24_AT4G16210
0_1518: O23468_AT4G16210
0_1519: Q0WRQ2_AT4G16210
0_1520: O23474_AT4G16270
0_1521: Q944R7_AT4G16570
0_1522: Q84V22_AT4G16700
0_1523: O23514_AT4G16710
0_1524: P0CJ42_AT4G16730
0_1525: O65202_AT4G16760
0_1526: F4JMK8_AT4G16760
0_1527: O23520_AT4G16800
0_1528: F4JML5_AT4G16800
0_1529: O23553_AT4G17090
0_1530: O23569_AT4G17260
0_1531: O49191_AT4G17260
0_1532: Q0WWW4_AT4G17260
0_1533: Q8LBD5_AT4G17260
0_1534: Q564D6_AT4G17300
0_1535: O48593_AT4G17300
0_1536: F4JP46_AT4G17360
0_1537: O23606_AT4G17660
0_1538: F4JPX3_AT4G17660
0_1539: O23609_AT4G17690
0_1540: Q9C5C4_AT4G17830
0_1541: F4JPZ7_AT4G17830
0_1542: Q84R09_AT4G18230
0_1543: Q9SMM4_AT4G18230
0_1544: O49506_AT4G18360
0_1545: Q8RY94_AT4G18440
0_1546: O49514_AT4G18440
0_1547: P16127_AT4G18480
0_1548: Q39011_AT4G18710
0_1549: B9DHY9_AT4G18710
0_1550: C0Z326_AT4G18710
0_1551: F4JRM5_AT4G18710
0_1552: Q8LPK5_AT4G18780
0_1553: A0A068FHR7_AT4G18780
0_1554: O81852_AT4G19710
0_1555: Q0WRP9_AT4G19710
0_1556: Q8GWP5_AT4G20960
0_1557: F4JIK2_AT4G20990
0_1558: Q9SUB4_AT4G21000
0_1559: Q84MD8_AT4G21470
0_1560: F4JJJ3_AT4G21490
